x,y,Class,Filename,type,className,color,Year,Link,Song Name
-18.333626,-57.056328,0,4H03YiWAie9ClQYphgE5i9.csv,train,Chinese,#F24443,,,
-21.40707,-58.48782,0,4xhr94Sv2UIANPbcqiQ99t.csv,train,Chinese,#F24443,,,
-25.382107,-31.227795,0,6GSEMfXaKXa5rG7putr3G7.csv,train,Chinese,#F24443,,,
-12.555293,-36.77912,0,3TDV0wTs3MNSiP1JZeaYUd.csv,train,Chinese,#F24443,,,
7.19776,29.422926,0,6QML9nbt88lP9pMpEiyqr9.csv,train,Chinese,#F24443,,,
-51.555355,50.609795,0,6Cgxjeafjt0O4ZKBcQQwzj.csv,train,Chinese,#F24443,,,
-58.987873,-31.334707,0,34UMJ1ENumB1mlwIPRvXv9.csv,train,Chinese,#F24443,,,
47.096565,-24.80573,0,3ZxD6H18q5lTb8qx2L0BuD.csv,train,Chinese,#F24443,,,
-13.90475,-25.872993,0,5mUv6dGMXkzKzJdfNrWsmu.csv,train,Chinese,#F24443,,,
27.924683,-9.082529,0,7fcKMGve86NfIJFV9mzEpE.csv,train,Chinese,#F24443,,,
-63.606026,15.435785,0,0Jq1H9qo1hShLvKSyYPmQV.csv,train,Chinese,#F24443,,,
-15.668672,-64.311356,0,2pPxnIUDMtOjsuWHrXpW3Y.csv,train,Chinese,#F24443,,,
-43.75917,-59.29611,0,5lgAcKFgR6TOmQcBlBwFzI.csv,train,Chinese,#F24443,,,
-0.20729172,-55.20529,0,0eL9VPIg7SFI0xv18z9Ck4.csv,train,Chinese,#F24443,,,
50.057564,12.807099,0,34Ug2Ewy4vEyvkwPnOmJal.csv,train,Chinese,#F24443,,,
-60.3198,4.673623,0,4WReYEFs19b15meSYDcyQb.csv,train,Chinese,#F24443,,,
-33.871475,1.1514804,0,4yQa5hQnLjcHVcnBz2cYaz.csv,train,Chinese,#F24443,,,
-31.354368,-42.25957,0,23RwwCzeorHpb9x3MFhSxu.csv,train,Chinese,#F24443,,,
-0.5163242,51.08535,0,3Pr76CsHUT29mcKB01YNKN.csv,train,Chinese,#F24443,,,
-32.50865,-45.49447,0,2ptbtRpp8ZxCg88ptvQFEf.csv,train,Chinese,#F24443,,,
0.8823503,-21.722195,0,2SXtxMCzWNSMbrRC4zrVN0.csv,train,Chinese,#F24443,,,
-41.001183,-57.632366,0,1xiSnRe1ofMSEpHC6GOGtr.csv,train,Chinese,#F24443,,,
-61.947803,-5.004451,0,2AVsuFIRVM20JgWYTvEa7b.csv,train,Chinese,#F24443,,,
-6.304427,19.027288,0,1h6Oq0RMLjH8VJEnwUW0n8.csv,train,Chinese,#F24443,,,
-28.800999,-63.08072,0,6g9AKCvAhzVxEG7niE7Gqz.csv,train,Chinese,#F24443,,,
-60.900154,3.4791234,0,29QsqQ1RQgrebfe28rKqOa.csv,train,Chinese,#F24443,,,
-24.518764,-65.64031,0,7A2VlJh1sGGipMZhaOSGC8.csv,train,Chinese,#F24443,,,
-13.738158,-37.865135,0,2rS7jdjHVOR2jfnxHBOGkL.csv,train,Chinese,#F24443,,,
21.782074,6.701202,0,7aJH89r1kJPMc7DxsKL06R.csv,train,Chinese,#F24443,,,
-38.415936,-42.702625,0,0QlghtxHG588zQrAE6lhBN.csv,train,Chinese,#F24443,,,
59.90332,30.601646,0,4vUFK2uxfRTCC6uHE926Ay.csv,train,Chinese,#F24443,,,
2.352489,-0.5280585,0,4Oap1SMhoY3SCxQkoNL1ld.csv,train,Chinese,#F24443,,,
-59.599377,-19.187397,0,2vZBbw5SHXYBikpdNnQEmP.csv,train,Chinese,#F24443,,,
-22.476336,-51.66349,0,738WGLWg3qvefgATYbyPnb.csv,train,Chinese,#F24443,,,
-35.23084,2.3498816,0,72Ttolkrx7GQtb9DPa4t9s.csv,train,Chinese,#F24443,,,
54.271404,-25.996754,0,7bIrBl9yWjVSj8DrT3qokn.csv,train,Chinese,#F24443,,,
-22.24932,14.375812,0,0qh3lyEihSJa4aDOmU4jLY.csv,train,Chinese,#F24443,,,
-1.8550884,-46.488853,0,56yPWxfJD5UhlgFgSmYDwR.csv,train,Chinese,#F24443,,,
16.081781,-53.363552,0,7sjZZT0L3TOYKd9PzimrVT.csv,train,Chinese,#F24443,,,
14.624791,57.624905,0,5xd4foPkttz1mvCAAzx0Ji.csv,train,Chinese,#F24443,,,
-28.638527,-36.91358,0,3j9Cl0WtnDxcGR2f74NixK.csv,train,Chinese,#F24443,,,
-21.635994,-48.60054,0,51AaecramfAM8AwdqPuzoX.csv,train,Chinese,#F24443,,,
-25.648252,-31.840034,0,46pkItr2u92Q7jrasugIJu.csv,train,Chinese,#F24443,,,
-40.626312,10.76859,0,2tUtjnIOAIINL3iLsjKPsc.csv,train,Chinese,#F24443,,,
-41.633873,-54.76228,0,2yZL5sLdnqvwxph05fX0tR.csv,train,Chinese,#F24443,,,
-33.801292,1.1099012,0,7pqG66bWkZmgYthS39sway.csv,train,Chinese,#F24443,,,
-28.628723,-18.974161,0,5JWcaCSXaeXquzziaXCu19.csv,train,Chinese,#F24443,,,
-65.29939,-28.57395,0,03ZypK1rDOpthkCprKwSSv.csv,train,Chinese,#F24443,,,
-0.12648809,25.585508,0,6PbMQULyAHf9PdxJNLShFF.csv,train,Chinese,#F24443,,,
-35.014038,50.18713,0,063nBi6L72T51egZ1puGV2.csv,train,Chinese,#F24443,,,
-60.199455,4.2536087,0,77RgSNMTg56Ryu7vMsQcnt.csv,train,Chinese,#F24443,,,
-26.077942,-48.266533,0,39SXq1cCgqXCTs0XoiRvCU.csv,train,Chinese,#F24443,,,
11.471769,34.85853,0,6rFoAIguz30l5fuLmsdQlp.csv,train,Chinese,#F24443,,,
-34.178093,-29.716722,0,1nIGxMfhW1a9DYql5adyIH.csv,train,Chinese,#F24443,,,
3.8964527,-9.792225,0,5AnM12V8yqGHKVSIE3kufk.csv,train,Chinese,#F24443,,,
21.846764,-2.7791069,0,2UMjRI0qXCY2AkwsaSgLtB.csv,train,Chinese,#F24443,,,
-36.13653,-36.784393,0,0cbKwVASfMttUSko7H9KnR.csv,train,Chinese,#F24443,,,
12.616122,33.81396,0,5NyOPz56Cf9U4abRJtlAeg.csv,train,Chinese,#F24443,,,
-19.930647,-65.12086,0,5QgYEMSMQlqdzAhPf6930E.csv,train,Chinese,#F24443,,,
-19.891582,-39.55984,0,3TGYx37kQ5LnabpdEwTSNL.csv,train,Chinese,#F24443,,,
-54.960274,-46.23261,0,20w0vl3WonoVlsO8ttenFH.csv,train,Chinese,#F24443,,,
46.442017,11.157193,0,6hnRvDubjG0XcgEjvYHbod.csv,train,Chinese,#F24443,,,
-59.90503,-34.055504,0,3LCsPZknHBVvYhqhvR7tyz.csv,train,Chinese,#F24443,,,
-3.2339883,-18.124353,0,17lZfY62IRsayckbeq5Med.csv,train,Chinese,#F24443,,,
-63.273964,-30.217394,0,2OlKpg7YOzS9cPpqkpqrF0.csv,train,Chinese,#F24443,,,
-51.046318,-47.365448,0,5Cv5d9AVb3P39n427lRwRZ.csv,train,Chinese,#F24443,,,
-55.491528,-26.874928,0,3fod69BQ1JLQIH7g2CupwG.csv,train,Chinese,#F24443,,,
-38.399895,61.061584,0,4J7YrH9komVuF34fxPSnSI.csv,train,Chinese,#F24443,,,
-59.932777,-40.807777,0,1poFR4XCSUxlrF1wCI7egp.csv,train,Chinese,#F24443,,,
-68.75464,-6.263569,0,2rrH7v4NcveCo1l7OI6xJn.csv,train,Chinese,#F24443,,,
-65.218895,-30.655445,0,6EnBRX99uUgMmtDVODirEN.csv,train,Chinese,#F24443,,,
46.78692,13.383732,0,7MJzrrnMrQokdvZ6rjdihW.csv,train,Chinese,#F24443,,,
-59.750824,0.4111196,0,2OPMXtY0bWsmAHJiu68Zh2.csv,train,Chinese,#F24443,,,
-29.665388,-61.456142,0,5ykklzAqkuxgwk8exDImnJ.csv,train,Chinese,#F24443,,,
-26.959755,-28.962214,0,5zOqx0CyVZ6Q0u1bPPewJY.csv,train,Chinese,#F24443,,,
-52.220413,-26.231237,0,1yN5K1uvbbhnLKijCN2kGg.csv,train,Chinese,#F24443,,,
-27.265045,-80.012215,0,5yAp854HIQik6LNoHyRT1P.csv,train,Chinese,#F24443,,,
-62.567192,32.57504,0,6caaUUQgcTTQfUz5BMLlgo.csv,train,Chinese,#F24443,,,
-34.804688,-79.25892,0,5NlIGFH5ExEbEZE6j9BV6w.csv,train,Chinese,#F24443,,,
-32.850838,-1.3631309,0,1RW3uRYShoJ6tclKmfvfBG.csv,train,Chinese,#F24443,,,
-12.173009,-19.583485,0,2il77g4mXWaDTUabyFP8Vs.csv,train,Chinese,#F24443,,,
-76.20791,26.07691,0,53V5XyjOx2H9OZaRyUt0eV.csv,train,Chinese,#F24443,,,
-30.890387,-23.272215,0,4VleH60KL20yajL5sLhYAj.csv,train,Chinese,#F24443,,,
-39.256435,-39.859207,0,5QMd2PsC2f275n0p4Eew8b.csv,train,Chinese,#F24443,,,
-50.161648,-24.75579,0,4iNFG3w1WXO34inrQZWxUQ.csv,train,Chinese,#F24443,,,
49.736103,20.203115,0,2GBcn7ocXzzW6c77HAVdRM.csv,train,Chinese,#F24443,,,
12.80181,-30.68074,0,5xF9JQDCx0BSQhJlzNontl.csv,train,Chinese,#F24443,,,
-47.526905,29.019768,0,3L3FbX4ut91Avlegs3xzUi.csv,train,Chinese,#F24443,,,
-55.01502,-26.70677,0,0f1x4TYS2tErhoEbAKBB7x.csv,train,Chinese,#F24443,,,
-18.705952,-17.705725,0,5FaP1RJKbdKjCclcoqMJjy.csv,train,Chinese,#F24443,,,
-24.756166,-44.55365,0,7r4TjwR9yzegPbb1bRz1wL.csv,train,Chinese,#F24443,,,
-51.652996,50.481194,0,5xIXYZjM1AcIbpjlG37CVj.csv,train,Chinese,#F24443,,,
-29.03379,-13.045405,0,1lz5HX2gI8lunB4JwRapoM.csv,train,Chinese,#F24443,,,
-49.15537,-46.43519,0,3L3iSM9R7Dg0ZmMIZdOkFX.csv,train,Chinese,#F24443,,,
-27.850882,-5.5601983,0,3YVhrJAXOVKWNiJAflxZPl.csv,train,Chinese,#F24443,,,
-58.953617,-22.97673,0,5qXd15cqb2ZouJFJ4Uktwf.csv,train,Chinese,#F24443,,,
-29.154167,-45.88737,0,6awpLr8HG1Gr7aujpRah24.csv,train,Chinese,#F24443,,,
-55.307755,-50.717743,0,0FXtdIwY5a6z9DRORTrR57.csv,train,Chinese,#F24443,,,
17.244045,-7.2427716,0,3DWeuvashUu5WaG7IGRUwi.csv,train,Chinese,#F24443,,,
-14.609141,-69.145065,0,1diR6F7UXmfueFEgtkpqDS.csv,train,Chinese,#F24443,,,
-50.24371,-44.858944,0,6BiYUv9wXNJSAIqCfppPE9.csv,train,Chinese,#F24443,,,
-67.235634,-10.172382,0,10lIlfGUJHark7gojNWWsA.csv,train,Chinese,#F24443,,,
-46.09337,-47.846497,0,0KELUuVUCyBm4EyLnmQ9nj.csv,train,Chinese,#F24443,,,
-32.62662,-28.885586,0,0MTFoETEhxIhAvEeY3X7Kh.csv,train,Chinese,#F24443,,,
-69.15917,-33.448936,0,2n0aMfMQHAFZcCLyvhvoWB.csv,train,Chinese,#F24443,,,
-36.095367,-68.43445,0,6MU46X5E8rCw4Li3jxzauz.csv,train,Chinese,#F24443,,,
-55.282692,-21.728743,0,1vyuwGlRZtOD1ksAdceMTB.csv,train,Chinese,#F24443,,,
-13.928521,-23.424997,0,1TNyJOygO35Z89xADxkQxs.csv,train,Chinese,#F24443,,,
-59.239754,-10.610874,0,0bH06gXgQrH5jp3GVwU9Tc.csv,train,Chinese,#F24443,,,
-32.766415,-59.107094,0,5PMgBZTzVrUrRcBNVtMRKh.csv,train,Chinese,#F24443,,,
-17.158525,0.2794315,0,5eH3xQruMeFW7eGoOVxOXK.csv,train,Chinese,#F24443,,,
-15.919995,-16.523735,0,41wmbVLn9oIVhPS53IbGYQ.csv,train,Chinese,#F24443,,,
-25.187052,-48.83192,0,458193J6h8nqyHLhBCkEwK.csv,train,Chinese,#F24443,,,
-19.7089,-40.181213,0,62NV5WRozyer1It3CLAmXe.csv,train,Chinese,#F24443,,,
-48.22333,-44.074276,0,01oIuIclx9hh9Lbd3O108b.csv,train,Chinese,#F24443,,,
-5.685305,-17.247656,0,3waYkqDK8VqSSEqgdMolwr.csv,train,Chinese,#F24443,,,
-67.02754,-3.3635504,0,7cpnNkWICeKwUwr7dyOng2.csv,train,Chinese,#F24443,,,
-15.194521,-19.215454,0,2YOFLzs1DOLGP5b4v2LoXI.csv,train,Chinese,#F24443,,,
29.468405,31.327719,0,4aTjOx3DFRFQHrMja8o91i.csv,train,Chinese,#F24443,,,
22.230877,7.5378814,0,5gDLEI6ObkTgGqYYXHDwgm.csv,train,Chinese,#F24443,,,
-17.466743,-21.623072,0,4e5qGB3pDxZ22RYMEPoGtI.csv,train,Chinese,#F24443,,,
-2.7092783,-71.768776,0,4ti6hxhCCrUiIUR78tOGjW.csv,train,Chinese,#F24443,,,
-6.3017106,19.029675,0,4Gid0aEbqWQkQ0hTxxgDhC.csv,train,Chinese,#F24443,,,
-31.105742,-33.203354,0,7ImZkbV4A2auFu3BA48cTM.csv,train,Chinese,#F24443,,,
-56.873272,-46.497753,0,4BJrGpl2so1AR5t0sa1qyx.csv,train,Chinese,#F24443,,,
-40.643513,-71.33036,0,3HNrewmHqqM7qjNPPlqtL7.csv,train,Chinese,#F24443,,,
-20.951086,-55.3452,0,03ues2V9f7liE9tOIuyWiw.csv,train,Chinese,#F24443,,,
-11.7554035,-21.120584,0,0XO73gd23ZmMNvadunsVrB.csv,train,Chinese,#F24443,,,
-65.42435,-29.060753,0,4OYGo5N4ld3ALLNpHS8xpH.csv,train,Chinese,#F24443,,,
-74.536674,-11.538264,0,7lFfP1eyL94NeeU2FuVbzx.csv,train,Chinese,#F24443,,,
-14.581288,10.044269,0,3hKgXqpMEt8lWE7U5VVFiE.csv,train,Chinese,#F24443,,,
-35.141903,-46.734753,0,6fj1k6Wh88Ke4CHRZOmeau.csv,train,Chinese,#F24443,,,
-16.980171,-62.752895,0,0WYaAqKzAFdvucLiwzSiBb.csv,train,Chinese,#F24443,,,
18.23202,85.84924,0,6mi7udMfGL31ivOtsfMoES.csv,train,Chinese,#F24443,,,
-28.622488,-38.0655,0,4Vm0EtHrtH1JOz5FZDSUhR.csv,train,Chinese,#F24443,,,
-15.951968,-67.33835,0,0qCaOWL53y5nSJw9IEzHZh.csv,train,Chinese,#F24443,,,
-20.255417,-17.877218,0,1uaPtsIVf9BBsm5LxzwUeD.csv,train,Chinese,#F24443,,,
-55.66482,42.885513,0,1BoyQzj5hgnZgqrOXYpMUR.csv,train,Chinese,#F24443,,,
-30.543022,-17.697426,0,4LDdrm4E1OW7heh0WfWke0.csv,train,Chinese,#F24443,,,
-2.8024533,-42.608204,0,5JanidfR9WO1uVogMZCjw1.csv,train,Chinese,#F24443,,,
-22.689592,-38.296642,0,4gywgjOiDKRidN3e0dHTsg.csv,train,Chinese,#F24443,,,
-16.39961,-63.336308,0,7llq6tpaEGVFL6Nf5stEDx.csv,train,Chinese,#F24443,,,
-25.833633,-11.363694,0,6pOLT5AEYil4XFFbbL1IVi.csv,train,Chinese,#F24443,,,
-61.224735,5.3287024,0,5uLtIaGFQ6BLGoQihLKbyM.csv,train,Chinese,#F24443,,,
22.357927,31.292261,0,18qRHZg4i43irVfzdArpoW.csv,train,Chinese,#F24443,,,
-21.488688,-58.458584,0,54sv74a5MO311aSHzlARBI.csv,train,Chinese,#F24443,,,
-26.085796,-73.1784,0,3Kq8m6lMvm9mSTsrSreovM.csv,train,Chinese,#F24443,,,
-16.914427,12.614939,0,64K3qrwPSE0jyoQsBkld4m.csv,train,Chinese,#F24443,,,
-36.801193,-68.75969,0,0CwX9daElV0kHiXjz32sdm.csv,train,Chinese,#F24443,,,
-56.24349,-24.133099,0,5NXSoSFJfZoHCR6jNOS8lu.csv,train,Chinese,#F24443,,,
-21.711796,-9.071497,0,1oW6xtdP0bBXlQEhOffvWM.csv,train,Chinese,#F24443,,,
-50.61673,-54.219906,0,7fOTLhERVaykYOj0ZsVr1k.csv,train,Chinese,#F24443,,,
26.17065,-37.20019,0,3jQSAiKxH8uMLAdd2CZKvn.csv,train,Chinese,#F24443,,,
-16.004425,-19.392279,0,0x7FPc8syXAg5oIoG197DI.csv,train,Chinese,#F24443,,,
-58.70687,-25.647163,0,1dVerIwB77PGSPDMZahqrv.csv,train,Chinese,#F24443,,,
-54.970963,-46.050587,0,7qfVuROMLjSiHw3rab8ukC.csv,train,Chinese,#F24443,,,
18.89331,-53.375874,0,3YF4sUQj0aH81umlyVoXck.csv,train,Chinese,#F24443,,,
-40.484196,-39.21421,0,1vXaTvR1eP6pf5PBzf5XYD.csv,train,Chinese,#F24443,,,
-62.21167,-34.94675,0,3s2h2H2b8WYXK9muLGj248.csv,train,Chinese,#F24443,,,
-62.8326,-21.473888,0,5tSBYGorNFkoDxASR4MiwX.csv,train,Chinese,#F24443,,,
-20.401012,14.441728,0,6KAzzmNr0YeZtA7X2do4Yo.csv,train,Chinese,#F24443,,,
-18.926882,-8.111078,0,6frkWIo9RtHvlcsXJg2NId.csv,train,Chinese,#F24443,,,
-36.46902,3.0803273,0,4dlP8esQTmKRYZ3h2cKofQ.csv,train,Chinese,#F24443,,,
-17.023466,-56.811188,0,45wLaWz6YJ5a3ay7ODX9ai.csv,train,Chinese,#F24443,,,
17.165812,63.6307,0,4x7aHwL8xJM3p3tXOUQd3A.csv,train,Chinese,#F24443,,,
-12.849533,2.4478776,0,4997TCjP0bZPRUZiIjE1gB.csv,train,Chinese,#F24443,,,
8.801507,-32.42848,0,6kZKvtPCPrcRaP1PuKklIO.csv,train,Chinese,#F24443,,,
-20.655706,-8.104408,0,5WsBX8eQWR2DTKiCSeUa8X.csv,train,Chinese,#F24443,,,
-29.000717,-20.144073,0,2ksouGkB6fG0DYt2wq6qxH.csv,train,Chinese,#F24443,,,
-19.265057,-37.94868,0,3RDyTR0CyKvIpWbb9jMOT5.csv,train,Chinese,#F24443,,,
-16.833994,-49.38102,0,6FsmZIjIjA15K1J4JmxaDr.csv,train,Chinese,#F24443,,,
46.837704,12.839727,0,5z2y05assEkvZUN1thi2ty.csv,train,Chinese,#F24443,,,
-59.631416,-37.373375,0,4qkjZJV5CHh9YzSGFiWX26.csv,train,Chinese,#F24443,,,
-37.339,-54.158264,0,3cMAQnRg0Ehp9OWAst3bLB.csv,train,Chinese,#F24443,,,
-39.51113,-50.59683,0,54MbJ4NGUHu6mx7rTDkbY4.csv,train,Chinese,#F24443,,,
-49.279964,-47.774803,0,6J8rb2kAfYJC2pYNPq7q4a.csv,train,Chinese,#F24443,,,
-36.955814,-77.544655,0,7pGGrIeolQiuouozfpuVQN.csv,train,Chinese,#F24443,,,
-18.07022,6.270948,0,23ZY3JvbFLyrJY4i0hoRVr.csv,train,Chinese,#F24443,,,
-29.931528,-60.095215,0,2iCqcgJ2RvCQOTyLVMeONq.csv,train,Chinese,#F24443,,,
-55.487827,-45.144897,0,1PyF9DW9xbcQ0xEBXcYId3.csv,train,Chinese,#F24443,,,
26.71688,-10.682799,0,31tsOHqx7sYN7Lzd2VC0mD.csv,train,Chinese,#F24443,,,
-59.89916,-34.270103,0,68msa67olQaxqmgODfTN3f.csv,train,Chinese,#F24443,,,
-27.494684,-42.713757,0,2wkplqyFF4CvZS1YGoXlXP.csv,train,Chinese,#F24443,,,
47.374424,9.506281,0,3CP3pE9DyNWXpmMpXpvzSA.csv,train,Chinese,#F24443,,,
-21.546827,-52.906406,0,1pznqGYUOGpHaylCRCBI5I.csv,train,Chinese,#F24443,,,
-58.382095,-33.399826,0,3G1ylDCKDKwZHXuWpnfGQO.csv,train,Chinese,#F24443,,,
3.565226,-1.4408102,0,4RmXKoCtTp2Vy3CB6KTk3e.csv,train,Chinese,#F24443,,,
-38.941216,-74.82587,0,2EsqxBaPKp04Ypweh0Q8Gh.csv,train,Chinese,#F24443,,,
-60.117874,-33.78085,0,1YcDZAznAdH3OpKYXpWItg.csv,train,Chinese,#F24443,,,
17.545305,63.31659,0,4svv564BOMatMlcv0YhEOK.csv,train,Chinese,#F24443,,,
-14.030195,-18.670918,0,2CnZVYYoBtuYHw7C3z9eAN.csv,train,Chinese,#F24443,,,
-25.430426,-71.17232,0,3JQ5rhQHLA0qToavj0l66R.csv,train,Chinese,#F24443,,,
-28.660702,-30.20999,0,5EEf2QtIK4MUTRzVUNIJ0z.csv,train,Chinese,#F24443,,,
-21.896914,-69.33513,0,56SKvIYDcDGNddZ5GRwZ39.csv,train,Chinese,#F24443,,,
15.221918,-53.606346,0,6H0L3XAAFizRwPnIe92sJS.csv,train,Chinese,#F24443,,,
-9.7099695,-48.679184,0,7qO6vKBjvuAbA68JFb33id.csv,train,Chinese,#F24443,,,
-60.225918,29.937908,0,2NFqcu5NX6qnjNzi9cWQm9.csv,train,Chinese,#F24443,,,
-26.894411,-67.40387,0,5K3l0wRm0aNfrp7ai8DgD7.csv,train,Chinese,#F24443,,,
32.39205,-24.350243,0,1AajGR3tmKAMsDDj1XMfZG.csv,train,Chinese,#F24443,,,
-37.505424,-33.16046,0,4aHUzmkini7CfIVmP5ejI6.csv,train,Chinese,#F24443,,,
11.209477,32.896374,0,0LKdUKsnI8X4QKExxZXkUq.csv,train,Chinese,#F24443,,,
53.882828,-22.643198,0,7LqeYeeIHsrj35PFDdAHhY.csv,train,Chinese,#F24443,,,
-40.169624,-72.41813,0,7ixt8m68lh5ufNDhtsb0TL.csv,train,Chinese,#F24443,,,
-23.399399,-55.221188,0,2El0t7gqVKc8xKLQ4hb49h.csv,train,Chinese,#F24443,,,
